"","FIPS_county","Year","State","County.name","FIPS","County.code","county_ansi","Yield.bu.acre"
"343243","17111",2001,"ILLINOIS","MCHENRY","17","111","111",135
"343244","17197",2001,"ILLINOIS","WILL","17","197","197",127
"343245","17001",2001,"ILLINOIS","ADAMS","17","001","001",152
"343246","17009",2001,"ILLINOIS","BROWN","17","009","009",148
"343247","17057",2001,"ILLINOIS","FULTON","17","057","057",154
"343248","17067",2001,"ILLINOIS","HANCOCK","17","067","067",155
"343249","17071",2001,"ILLINOIS","HENDERSON","17","071","071",162
"343250","17095",2001,"ILLINOIS","KNOX","17","095","095",166
"343251","17109",2001,"ILLINOIS","MCDONOUGH","17","109","109",169
"343252","17169",2001,"ILLINOIS","SCHUYLER","17","169","169",155
"343253","17187",2001,"ILLINOIS","WARREN","17","187","187",169
"343254","17039",2001,"ILLINOIS","DE WITT","17","039","039",158
"343255","17107",2001,"ILLINOIS","LOGAN","17","107","107",151
"343256","17113",2001,"ILLINOIS","MCLEAN","17","113","113",158
"343257","17115",2001,"ILLINOIS","MACON","17","115","115",169
"343258","17123",2001,"ILLINOIS","MARSHALL","17","123","123",158
"343259","17125",2001,"ILLINOIS","MASON","17","125","125",134
"343260","17129",2001,"ILLINOIS","MENARD","17","129","129",149
"343261","17143",2001,"ILLINOIS","PEORIA","17","143","143",162
"343262","17175",2001,"ILLINOIS","STARK","17","175","175",164
"343263","17179",2001,"ILLINOIS","TAZEWELL","17","179","179",154
"343264","17203",2001,"ILLINOIS","WOODFORD","17","203","203",168
"343265","17019",2001,"ILLINOIS","CHAMPAIGN","17","019","019",153
"343266","17053",2001,"ILLINOIS","FORD","17","053","053",146
"343267","17075",2001,"ILLINOIS","IROQUOIS","17","075","075",158
"343268","17091",2001,"ILLINOIS","KANKAKEE","17","091","091",139
"343269","17105",2001,"ILLINOIS","LIVINGSTON","17","105","105",145
"343270","17147",2001,"ILLINOIS","PIATT","17","147","147",170
"343271","17183",2001,"ILLINOIS","VERMILION","17","183","183",156
"343272","17005",2001,"ILLINOIS","BOND","17","005","005",124
"343273","17013",2001,"ILLINOIS","CALHOUN","17","013","013",145
"343274","17017",2001,"ILLINOIS","CASS","17","017","017",161
"343275","17021",2001,"ILLINOIS","CHRISTIAN","17","021","021",166
"343276","17061",2001,"ILLINOIS","GREENE","17","061","061",151
"343277","17083",2001,"ILLINOIS","JERSEY","17","083","083",148
"343278","17117",2001,"ILLINOIS","MACOUPIN","17","117","117",146
"343279","17119",2001,"ILLINOIS","MADISON","17","119","119",145
"343280","17135",2001,"ILLINOIS","MONTGOMERY","17","135","135",152
"343281","17137",2001,"ILLINOIS","MORGAN","17","137","137",160
"343282","17149",2001,"ILLINOIS","PIKE","17","149","149",156
"343283","17167",2001,"ILLINOIS","SANGAMON","17","167","167",161
"343284","17171",2001,"ILLINOIS","SCOTT","17","171","171",149
"343285","17023",2001,"ILLINOIS","CLARK","17","023","023",157
"343286","17025",2001,"ILLINOIS","CLAY","17","025","025",143
"343287","17029",2001,"ILLINOIS","COLES","17","029","029",174
"343288","17033",2001,"ILLINOIS","CRAWFORD","17","033","033",144
"343289","17035",2001,"ILLINOIS","CUMBERLAND","17","035","035",152
"343290","17041",2001,"ILLINOIS","DOUGLAS","17","041","041",170
"343291","17045",2001,"ILLINOIS","EDGAR","17","045","045",159
"343292","17049",2001,"ILLINOIS","EFFINGHAM","17","049","049",141
"343293","17051",2001,"ILLINOIS","FAYETTE","17","051","051",139
"343294","17079",2001,"ILLINOIS","JASPER","17","079","079",147
"343295","17101",2001,"ILLINOIS","LAWRENCE","17","101","101",145
"343296","17121",2001,"ILLINOIS","MARION","17","121","121",143
"343297","17139",2001,"ILLINOIS","MOULTRIE","17","139","139",175
"343298","17159",2001,"ILLINOIS","RICHLAND","17","159","159",128
"343299","17173",2001,"ILLINOIS","SHELBY","17","173","173",144
"343300","17003",2001,"ILLINOIS","ALEXANDER","17","003","003",154
"343301","17027",2001,"ILLINOIS","CLINTON","17","027","027",137
"343302","17077",2001,"ILLINOIS","JACKSON","17","077","077",145
"343303","17087",2001,"ILLINOIS","JOHNSON","17","087","087",136
"343304","17133",2001,"ILLINOIS","MONROE","17","133","133",148
"343305","17145",2001,"ILLINOIS","PERRY","17","145","145",132
"343306","17153",2001,"ILLINOIS","PULASKI","17","153","153",142
"343307","17157",2001,"ILLINOIS","RANDOLPH","17","157","157",138
"343308","17163",2001,"ILLINOIS","ST CLAIR","17","163","163",146
"343309","17181",2001,"ILLINOIS","UNION","17","181","181",141
"343310","17189",2001,"ILLINOIS","WASHINGTON","17","189","189",137
"343311","17199",2001,"ILLINOIS","WILLIAMSON","17","199","199",124
"343312","17047",2001,"ILLINOIS","EDWARDS","17","047","047",131
"343313","17055",2001,"ILLINOIS","FRANKLIN","17","055","055",134
"343314","17059",2001,"ILLINOIS","GALLATIN","17","059","059",153
"343315","17065",2001,"ILLINOIS","HAMILTON","17","065","065",134
"343316","17069",2001,"ILLINOIS","HARDIN","17","069","069",118
"343317","17081",2001,"ILLINOIS","JEFFERSON","17","081","081",134
"343318","17127",2001,"ILLINOIS","MASSAC","17","127","127",138
"343319","17151",2001,"ILLINOIS","POPE","17","151","151",134
"343320","17165",2001,"ILLINOIS","SALINE","17","165","165",139
"343321","17185",2001,"ILLINOIS","WABASH","17","185","185",151
"343322","17191",2001,"ILLINOIS","WAYNE","17","191","191",133
"343323","17193",2001,"ILLINOIS","WHITE","17","193","193",152
"345822","17011",2002,"ILLINOIS","BUREAU","17","011","011",247800
"345823","17015",2002,"ILLINOIS","CARROLL","17","015","015",126600
"345824","17073",2002,"ILLINOIS","HENRY","17","073","073",211200
"345825","17085",2002,"ILLINOIS","JO DAVIESS","17","085","085",73200
"345826","17103",2002,"ILLINOIS","LEE","17","103","103",209900
"345827","17131",2002,"ILLINOIS","MERCER","17","131","131",128300
"345828","17141",2002,"ILLINOIS","OGLE","17","141","141",189100
"345829","17155",2002,"ILLINOIS","PUTNAM","17","155","155",34700
"345830","17161",2002,"ILLINOIS","ROCK ISLAND","17","161","161",66300
"345831","17177",2002,"ILLINOIS","STEPHENSON","17","177","177",147700
"345832","17195",2002,"ILLINOIS","WHITESIDE","17","195","195",205700
"345833","17201",2002,"ILLINOIS","WINNEBAGO","17","201","201",83500
"345834","17007",2002,"ILLINOIS","BOONE","17","007","007",69700
"345835","17031",2002,"ILLINOIS","COOK","17","031","031",6800
"345836","17037",2002,"ILLINOIS","DE KALB","17","037","037",189700
"345837","17043",2002,"ILLINOIS","DU PAGE","17","043","043",6900
"345838","17063",2002,"ILLINOIS","GRUNDY","17","063","063",103900
"345839","17089",2002,"ILLINOIS","KANE","17","089","089",84600
"345840","17093",2002,"ILLINOIS","KENDALL","17","093","093",79100
"345841","17097",2002,"ILLINOIS","LAKE","17","097","097",13000
"345842","17099",2002,"ILLINOIS","LA SALLE","17","099","099",279600
"345843","17111",2002,"ILLINOIS","MCHENRY","17","111","111",113000
"345844","17197",2002,"ILLINOIS","WILL","17","197","197",117700
"345845","17001",2002,"ILLINOIS","ADAMS","17","001","001",127100
"345846","17009",2002,"ILLINOIS","BROWN","17","009","009",46500
"345847","17057",2002,"ILLINOIS","FULTON","17","057","057",142800
"345848","17067",2002,"ILLINOIS","HANCOCK","17","067","067",156800
"345849","17071",2002,"ILLINOIS","HENDERSON","17","071","071",88700
"345850","17095",2002,"ILLINOIS","KNOX","17","095","095",154100
"345851","17109",2002,"ILLINOIS","MCDONOUGH","17","109","109",139200
"345852","17169",2002,"ILLINOIS","SCHUYLER","17","169","169",67400
"345853","17187",2002,"ILLINOIS","WARREN","17","187","187",140400
"345854","17039",2002,"ILLINOIS","DE WITT","17","039","039",98000
"345855","17107",2002,"ILLINOIS","LOGAN","17","107","107",180100
"345856","17113",2002,"ILLINOIS","MCLEAN","17","113","113",319000
"345857","17115",2002,"ILLINOIS","MACON","17","115","115",147200
"345858","17123",2002,"ILLINOIS","MARSHALL","17","123","123",94000
"345859","17125",2002,"ILLINOIS","MASON","17","125","125",116900
"345860","17129",2002,"ILLINOIS","MENARD","17","129","129",80000
"345861","17143",2002,"ILLINOIS","PEORIA","17","143","143",112900
"345862","17175",2002,"ILLINOIS","STARK","17","175","175",90200
"345863","17179",2002,"ILLINOIS","TAZEWELL","17","179","179",140100
"345864","17203",2002,"ILLINOIS","WOODFORD","17","203","203",134600
"345865","17019",2002,"ILLINOIS","CHAMPAIGN","17","019","019",271700
"345866","17053",2002,"ILLINOIS","FORD","17","053","053",139800
"345867","17075",2002,"ILLINOIS","IROQUOIS","17","075","075",307300
"345868","17091",2002,"ILLINOIS","KANKAKEE","17","091","091",176200
"345869","17105",2002,"ILLINOIS","LIVINGSTON","17","105","105",293800
"345870","17147",2002,"ILLINOIS","PIATT","17","147","147",123800
"345871","17183",2002,"ILLINOIS","VERMILION","17","183","183",202400
"345872","17005",2002,"ILLINOIS","BOND","17","005","005",53200
"345873","17013",2002,"ILLINOIS","CALHOUN","17","013","013",18500
"345874","17017",2002,"ILLINOIS","CASS","17","017","017",85100
"345875","17021",2002,"ILLINOIS","CHRISTIAN","17","021","021",187800
"345876","17061",2002,"ILLINOIS","GREENE","17","061","061",132600
"345877","17083",2002,"ILLINOIS","JERSEY","17","083","083",58900
"345878","17117",2002,"ILLINOIS","MACOUPIN","17","117","117",172100
"345879","17119",2002,"ILLINOIS","MADISON","17","119","119",96900
"345880","17135",2002,"ILLINOIS","MONTGOMERY","17","135","135",157100
"345881","17137",2002,"ILLINOIS","MORGAN","17","137","137",129300
"345882","17149",2002,"ILLINOIS","PIKE","17","149","149",157100
"345883","17167",2002,"ILLINOIS","SANGAMON","17","167","167",221700
"345884","17171",2002,"ILLINOIS","SCOTT","17","171","171",53700
"345885","17023",2002,"ILLINOIS","CLARK","17","023","023",105200
"345886","17025",2002,"ILLINOIS","CLAY","17","025","025",68000
"345887","17029",2002,"ILLINOIS","COLES","17","029","029",115700
"345888","17033",2002,"ILLINOIS","CRAWFORD","17","033","033",81000
"345889","17035",2002,"ILLINOIS","CUMBERLAND","17","035","035",68600
"345890","17041",2002,"ILLINOIS","DOUGLAS","17","041","041",128900
"345891","17045",2002,"ILLINOIS","EDGAR","17","045","045",159800
"345892","17049",2002,"ILLINOIS","EFFINGHAM","17","049","049",94600
"345893","17051",2002,"ILLINOIS","FAYETTE","17","051","051",93900
"345894","17079",2002,"ILLINOIS","JASPER","17","079","079",93000
"345895","17101",2002,"ILLINOIS","LAWRENCE","17","101","101",67100
"345896","17121",2002,"ILLINOIS","MARION","17","121","121",71200
"345897","17139",2002,"ILLINOIS","MOULTRIE","17","139","139",86300
"345898","17159",2002,"ILLINOIS","RICHLAND","17","159","159",70100
"345899","17173",2002,"ILLINOIS","SHELBY","17","173","173",168600
"345900","17003",2002,"ILLINOIS","ALEXANDER","17","003","003",6800
"345901","17027",2002,"ILLINOIS","CLINTON","17","027","027",78800
"345902","17077",2002,"ILLINOIS","JACKSON","17","077","077",26200
"345903","17087",2002,"ILLINOIS","JOHNSON","17","087","087",5900
"345904","17133",2002,"ILLINOIS","MONROE","17","133","133",50000
"345905","17145",2002,"ILLINOIS","PERRY","17","145","145",49200
"345906","17153",2002,"ILLINOIS","PULASKI","17","153","153",16700
"345907","17157",2002,"ILLINOIS","RANDOLPH","17","157","157",53200
"345908","17163",2002,"ILLINOIS","ST CLAIR","17","163","163",95300
"345909","17181",2002,"ILLINOIS","UNION","17","181","181",15800
"345910","17189",2002,"ILLINOIS","WASHINGTON","17","189","189",87800
"345911","17199",2002,"ILLINOIS","WILLIAMSON","17","199","199",10300
"345912","17047",2002,"ILLINOIS","EDWARDS","17","047","047",39100
"345913","17055",2002,"ILLINOIS","FRANKLIN","17","055","055",37100
"345914","17059",2002,"ILLINOIS","GALLATIN","17","059","059",72500
"345915","17065",2002,"ILLINOIS","HAMILTON","17","065","065",58600
"345916","17069",2002,"ILLINOIS","HARDIN","17","069","069",3000
"345917","17081",2002,"ILLINOIS","JEFFERSON","17","081","081",41000
"345918","17127",2002,"ILLINOIS","MASSAC","17","127","127",20300
"345919","17151",2002,"ILLINOIS","POPE","17","151","151",4900
"345920","17165",2002,"ILLINOIS","SALINE","17","165","165",45500
"345921","17185",2002,"ILLINOIS","WABASH","17","185","185",49400
"345922","17191",2002,"ILLINOIS","WAYNE","17","191","191",79400
"345923","17193",2002,"ILLINOIS","WHITE","17","193","193",78200
"348262","17011",2002,"ILLINOIS","BUREAU","17","011","011",163
"348263","17015",2002,"ILLINOIS","CARROLL","17","015","015",178
"348264","17073",2002,"ILLINOIS","HENRY","17","073","073",168
"348265","17085",2002,"ILLINOIS","JO DAVIESS","17","085","085",156
"348266","17103",2002,"ILLINOIS","LEE","17","103","103",165
"348267","17131",2002,"ILLINOIS","MERCER","17","131","131",174
"348268","17141",2002,"ILLINOIS","OGLE","17","141","141",151
"348269","17155",2002,"ILLINOIS","PUTNAM","17","155","155",145
"348270","17161",2002,"ILLINOIS","ROCK ISLAND","17","161","161",175
"348271","17177",2002,"ILLINOIS","STEPHENSON","17","177","177",145
"348272","17195",2002,"ILLINOIS","WHITESIDE","17","195","195",154
"348273","17201",2002,"ILLINOIS","WINNEBAGO","17","201","201",123
"348274","17007",2002,"ILLINOIS","BOONE","17","007","007",133
"348275","17031",2002,"ILLINOIS","COOK","17","031","031",93
"348276","17037",2002,"ILLINOIS","DE KALB","17","037","037",143
"348277","17043",2002,"ILLINOIS","DU PAGE","17","043","043",91
"348278","17063",2002,"ILLINOIS","GRUNDY","17","063","063",130
"348279","17089",2002,"ILLINOIS","KANE","17","089","089",127
"348280","17093",2002,"ILLINOIS","KENDALL","17","093","093",114
"348281","17097",2002,"ILLINOIS","LAKE","17","097","097",85
"348282","17099",2002,"ILLINOIS","LA SALLE","17","099","099",136
"348283","17111",2002,"ILLINOIS","MCHENRY","17","111","111",102
"348284","17197",2002,"ILLINOIS","WILL","17","197","197",115
"348285","17001",2002,"ILLINOIS","ADAMS","17","001","001",146
"348286","17009",2002,"ILLINOIS","BROWN","17","009","009",132
"348287","17057",2002,"ILLINOIS","FULTON","17","057","057",156
"348288","17067",2002,"ILLINOIS","HANCOCK","17","067","067",155
"348289","17071",2002,"ILLINOIS","HENDERSON","17","071","071",166
"348290","17095",2002,"ILLINOIS","KNOX","17","095","095",169
"348291","17109",2002,"ILLINOIS","MCDONOUGH","17","109","109",165
"348292","17169",2002,"ILLINOIS","SCHUYLER","17","169","169",142
"348293","17187",2002,"ILLINOIS","WARREN","17","187","187",174
"348294","17039",2002,"ILLINOIS","DE WITT","17","039","039",133
"348295","17107",2002,"ILLINOIS","LOGAN","17","107","107",153
"348296","17113",2002,"ILLINOIS","MCLEAN","17","113","113",144
"348297","17115",2002,"ILLINOIS","MACON","17","115","115",133
"348298","17123",2002,"ILLINOIS","MARSHALL","17","123","123",146
"348299","17125",2002,"ILLINOIS","MASON","17","125","125",139
"348300","17129",2002,"ILLINOIS","MENARD","17","129","129",154
"348301","17143",2002,"ILLINOIS","PEORIA","17","143","143",161
"348302","17175",2002,"ILLINOIS","STARK","17","175","175",167
"348303","17179",2002,"ILLINOIS","TAZEWELL","17","179","179",150
"348304","17203",2002,"ILLINOIS","WOODFORD","17","203","203",158
"348305","17019",2002,"ILLINOIS","CHAMPAIGN","17","019","019",142
"348306","17053",2002,"ILLINOIS","FORD","17","053","053",149
"348307","17075",2002,"ILLINOIS","IROQUOIS","17","075","075",157
"348308","17091",2002,"ILLINOIS","KANKAKEE","17","091","091",129
"348309","17105",2002,"ILLINOIS","LIVINGSTON","17","105","105",137
"348310","17147",2002,"ILLINOIS","PIATT","17","147","147",128
"348311","17183",2002,"ILLINOIS","VERMILION","17","183","183",149
"348312","17005",2002,"ILLINOIS","BOND","17","005","005",95
"348313","17013",2002,"ILLINOIS","CALHOUN","17","013","013",100
"348314","17017",2002,"ILLINOIS","CASS","17","017","017",150
"348315","17021",2002,"ILLINOIS","CHRISTIAN","17","021","021",139
"348316","17061",2002,"ILLINOIS","GREENE","17","061","061",123
"348317","17083",2002,"ILLINOIS","JERSEY","17","083","083",113
"348318","17117",2002,"ILLINOIS","MACOUPIN","17","117","117",143
"348319","17119",2002,"ILLINOIS","MADISON","17","119","119",128
"348320","17135",2002,"ILLINOIS","MONTGOMERY","17","135","135",126
"348321","17137",2002,"ILLINOIS","MORGAN","17","137","137",160
"348322","17149",2002,"ILLINOIS","PIKE","17","149","149",128
"348323","17167",2002,"ILLINOIS","SANGAMON","17","167","167",152
"348324","17171",2002,"ILLINOIS","SCOTT","17","171","171",135
"348325","17023",2002,"ILLINOIS","CLARK","17","023","023",121
"348326","17025",2002,"ILLINOIS","CLAY","17","025","025",68
"348327","17029",2002,"ILLINOIS","COLES","17","029","029",131
"348328","17033",2002,"ILLINOIS","CRAWFORD","17","033","033",101
"348329","17035",2002,"ILLINOIS","CUMBERLAND","17","035","035",128
"348330","17041",2002,"ILLINOIS","DOUGLAS","17","041","041",134
"348331","17045",2002,"ILLINOIS","EDGAR","17","045","045",138
"348332","17049",2002,"ILLINOIS","EFFINGHAM","17","049","049",100
"348333","17051",2002,"ILLINOIS","FAYETTE","17","051","051",85
"348334","17079",2002,"ILLINOIS","JASPER","17","079","079",100
"348335","17101",2002,"ILLINOIS","LAWRENCE","17","101","101",97
"348336","17121",2002,"ILLINOIS","MARION","17","121","121",88
"348337","17139",2002,"ILLINOIS","MOULTRIE","17","139","139",132
"348338","17159",2002,"ILLINOIS","RICHLAND","17","159","159",87
"348339","17173",2002,"ILLINOIS","SHELBY","17","173","173",113
"348340","17003",2002,"ILLINOIS","ALEXANDER","17","003","003",89
"348341","17027",2002,"ILLINOIS","CLINTON","17","027","027",105
"348342","17077",2002,"ILLINOIS","JACKSON","17","077","077",70
"348343","17087",2002,"ILLINOIS","JOHNSON","17","087","087",80
"348344","17133",2002,"ILLINOIS","MONROE","17","133","133",75
"348345","17145",2002,"ILLINOIS","PERRY","17","145","145",54
"348346","17153",2002,"ILLINOIS","PULASKI","17","153","153",88
"348347","17157",2002,"ILLINOIS","RANDOLPH","17","157","157",63
"348348","17163",2002,"ILLINOIS","ST CLAIR","17","163","163",97
"348349","17181",2002,"ILLINOIS","UNION","17","181","181",82
"348350","17189",2002,"ILLINOIS","WASHINGTON","17","189","189",71
"348351","17199",2002,"ILLINOIS","WILLIAMSON","17","199","199",46
"348352","17047",2002,"ILLINOIS","EDWARDS","17","047","047",83
"348353","17055",2002,"ILLINOIS","FRANKLIN","17","055","055",49
"348354","17059",2002,"ILLINOIS","GALLATIN","17","059","059",88
"348355","17065",2002,"ILLINOIS","HAMILTON","17","065","065",67
"348356","17069",2002,"ILLINOIS","HARDIN","17","069","069",91
"348357","17081",2002,"ILLINOIS","JEFFERSON","17","081","081",71
"348358","17127",2002,"ILLINOIS","MASSAC","17","127","127",67
"348359","17151",2002,"ILLINOIS","POPE","17","151","151",70
"348360","17165",2002,"ILLINOIS","SALINE","17","165","165",60
"348361","17185",2002,"ILLINOIS","WABASH","17","185","185",92
"348362","17191",2002,"ILLINOIS","WAYNE","17","191","191",77
"348363","17193",2002,"ILLINOIS","WHITE","17","193","193",77
"350882","17011",2003,"ILLINOIS","BUREAU","17","011","011",258000
"350883","17015",2003,"ILLINOIS","CARROLL","17","015","015",131300
"350884","17073",2003,"ILLINOIS","HENRY","17","073","073",219300
"350885","17085",2003,"ILLINOIS","JO DAVIESS","17","085","085",75200
"350886","17103",2003,"ILLINOIS","LEE","17","103","103",223200
"350887","17131",2003,"ILLINOIS","MERCER","17","131","131",135700
"350888","17141",2003,"ILLINOIS","OGLE","17","141","141",202500
"350889","17155",2003,"ILLINOIS","PUTNAM","17","155","155",36700
"350890","17161",2003,"ILLINOIS","ROCK ISLAND","17","161","161",68600
"350891","17177",2003,"ILLINOIS","STEPHENSON","17","177","177",150200
"350892","17195",2003,"ILLINOIS","WHITESIDE","17","195","195",210500
"350893","17201",2003,"ILLINOIS","WINNEBAGO","17","201","201",83800
"350894","17007",2003,"ILLINOIS","BOONE","17","007","007",65800
"350895","17031",2003,"ILLINOIS","COOK","17","031","031",4000
"350896","17037",2003,"ILLINOIS","DE KALB","17","037","037",191500
"350897","17043",2003,"ILLINOIS","DU PAGE","17","043","043",2900
"350898","17063",2003,"ILLINOIS","GRUNDY","17","063","063",110500
"350899","17089",2003,"ILLINOIS","KANE","17","089","089",83400
"350900","17093",2003,"ILLINOIS","KENDALL","17","093","093",74600
"350901","17097",2003,"ILLINOIS","LAKE","17","097","097",10100
"350902","17099",2003,"ILLINOIS","LA SALLE","17","099","099",285500
"350903","17111",2003,"ILLINOIS","MCHENRY","17","111","111",90400
"350904","17197",2003,"ILLINOIS","WILL","17","197","197",115300
"350905","17001",2003,"ILLINOIS","ADAMS","17","001","001",135100
"350906","17009",2003,"ILLINOIS","BROWN","17","009","009",47500
"350907","17057",2003,"ILLINOIS","FULTON","17","057","057",147700
"350908","17067",2003,"ILLINOIS","HANCOCK","17","067","067",158500
"350909","17071",2003,"ILLINOIS","HENDERSON","17","071","071",92900
"350910","17095",2003,"ILLINOIS","KNOX","17","095","095",159500
"350911","17109",2003,"ILLINOIS","MCDONOUGH","17","109","109",139400
"350912","17169",2003,"ILLINOIS","SCHUYLER","17","169","169",67600
"350913","17187",2003,"ILLINOIS","WARREN","17","187","187",143800
"350914","17039",2003,"ILLINOIS","DE WITT","17","039","039",103100
"350915","17107",2003,"ILLINOIS","LOGAN","17","107","107",184900
"350916","17113",2003,"ILLINOIS","MCLEAN","17","113","113",318600
"350917","17115",2003,"ILLINOIS","MACON","17","115","115",145400
"350918","17123",2003,"ILLINOIS","MARSHALL","17","123","123",97400
"350919","17125",2003,"ILLINOIS","MASON","17","125","125",130300
"350920","17129",2003,"ILLINOIS","MENARD","17","129","129",80600
"350921","17143",2003,"ILLINOIS","PEORIA","17","143","143",119200
"350922","17175",2003,"ILLINOIS","STARK","17","175","175",92200
"350923","17179",2003,"ILLINOIS","TAZEWELL","17","179","179",145000
"350924","17203",2003,"ILLINOIS","WOODFORD","17","203","203",137300
"350925","17019",2003,"ILLINOIS","CHAMPAIGN","17","019","019",276600
"350926","17053",2003,"ILLINOIS","FORD","17","053","053",142300
"350927","17075",2003,"ILLINOIS","IROQUOIS","17","075","075",326300
"350928","17091",2003,"ILLINOIS","KANKAKEE","17","091","091",188000
"350929","17105",2003,"ILLINOIS","LIVINGSTON","17","105","105",288300
"350930","17147",2003,"ILLINOIS","PIATT","17","147","147",128700
"350931","17183",2003,"ILLINOIS","VERMILION","17","183","183",221800
"350932","17005",2003,"ILLINOIS","BOND","17","005","005",59800
"350933","17013",2003,"ILLINOIS","CALHOUN","17","013","013",19800
"350934","17017",2003,"ILLINOIS","CASS","17","017","017",89600
"350935","17021",2003,"ILLINOIS","CHRISTIAN","17","021","021",206100
"350936","17061",2003,"ILLINOIS","GREENE","17","061","061",126400
"350937","17083",2003,"ILLINOIS","JERSEY","17","083","083",66200
"350938","17117",2003,"ILLINOIS","MACOUPIN","17","117","117",183500
"350939","17119",2003,"ILLINOIS","MADISON","17","119","119",99100
"350940","17135",2003,"ILLINOIS","MONTGOMERY","17","135","135",161100
"350941","17137",2003,"ILLINOIS","MORGAN","17","137","137",132500
"350942","17149",2003,"ILLINOIS","PIKE","17","149","149",151300
"350943","17167",2003,"ILLINOIS","SANGAMON","17","167","167",223800
"350944","17171",2003,"ILLINOIS","SCOTT","17","171","171",53800
"350945","17023",2003,"ILLINOIS","CLARK","17","023","023",101900
"350946","17025",2003,"ILLINOIS","CLAY","17","025","025",58200
"350947","17029",2003,"ILLINOIS","COLES","17","029","029",118400
"350948","17033",2003,"ILLINOIS","CRAWFORD","17","033","033",83400
"350949","17035",2003,"ILLINOIS","CUMBERLAND","17","035","035",76300
"350950","17041",2003,"ILLINOIS","DOUGLAS","17","041","041",122400
"350951","17045",2003,"ILLINOIS","EDGAR","17","045","045",164000
"350952","17049",2003,"ILLINOIS","EFFINGHAM","17","049","049",89000
"350953","17051",2003,"ILLINOIS","FAYETTE","17","051","051",96800
"350954","17079",2003,"ILLINOIS","JASPER","17","079","079",98600
"350955","17101",2003,"ILLINOIS","LAWRENCE","17","101","101",67700
"350956","17121",2003,"ILLINOIS","MARION","17","121","121",51800
"350957","17139",2003,"ILLINOIS","MOULTRIE","17","139","139",91500
"350958","17159",2003,"ILLINOIS","RICHLAND","17","159","159",68200
"350959","17173",2003,"ILLINOIS","SHELBY","17","173","173",172800
"350960","17003",2003,"ILLINOIS","ALEXANDER","17","003","003",12400
"350961","17027",2003,"ILLINOIS","CLINTON","17","027","027",76500
"350962","17077",2003,"ILLINOIS","JACKSON","17","077","077",31100
"350963","17087",2003,"ILLINOIS","JOHNSON","17","087","087",5700
"350964","17133",2003,"ILLINOIS","MONROE","17","133","133",49600
"350965","17145",2003,"ILLINOIS","PERRY","17","145","145",41400
"350966","17153",2003,"ILLINOIS","PULASKI","17","153","153",16600
"350967","17157",2003,"ILLINOIS","RANDOLPH","17","157","157",54900
"350968","17163",2003,"ILLINOIS","ST CLAIR","17","163","163",88200
"350969","17181",2003,"ILLINOIS","UNION","17","181","181",12600
"350970","17189",2003,"ILLINOIS","WASHINGTON","17","189","189",72300
"350971","17199",2003,"ILLINOIS","WILLIAMSON","17","199","199",8700
"350972","17047",2003,"ILLINOIS","EDWARDS","17","047","047",30800
"350973","17055",2003,"ILLINOIS","FRANKLIN","17","055","055",33700
"350974","17059",2003,"ILLINOIS","GALLATIN","17","059","059",70200
"350975","17065",2003,"ILLINOIS","HAMILTON","17","065","065",52700
"350976","17069",2003,"ILLINOIS","HARDIN","17","069","069",1300
"350977","17081",2003,"ILLINOIS","JEFFERSON","17","081","081",34500
"350978","17127",2003,"ILLINOIS","MASSAC","17","127","127",19900
"350979","17151",2003,"ILLINOIS","POPE","17","151","151",4900
"350980","17165",2003,"ILLINOIS","SALINE","17","165","165",37600
"350981","17185",2003,"ILLINOIS","WABASH","17","185","185",47000
"350982","17191",2003,"ILLINOIS","WAYNE","17","191","191",65000
"350983","17193",2003,"ILLINOIS","WHITE","17","193","193",101400
"353299","17011",2003,"ILLINOIS","BUREAU","17","011","011",175
"353300","17015",2003,"ILLINOIS","CARROLL","17","015","015",173
"353301","17073",2003,"ILLINOIS","HENRY","17","073","073",170
"353302","17085",2003,"ILLINOIS","JO DAVIESS","17","085","085",155
"353303","17103",2003,"ILLINOIS","LEE","17","103","103",152
"353304","17131",2003,"ILLINOIS","MERCER","17","131","131",176
"353305","17141",2003,"ILLINOIS","OGLE","17","141","141",158
"353306","17155",2003,"ILLINOIS","PUTNAM","17","155","155",177
"353307","17161",2003,"ILLINOIS","ROCK ISLAND","17","161","161",173
"353308","17177",2003,"ILLINOIS","STEPHENSON","17","177","177",159
"353309","17195",2003,"ILLINOIS","WHITESIDE","17","195","195",176
"353310","17201",2003,"ILLINOIS","WINNEBAGO","17","201","201",144
"353311","17007",2003,"ILLINOIS","BOONE","17","007","007",152
"353312","17031",2003,"ILLINOIS","COOK","17","031","031",141
"353313","17037",2003,"ILLINOIS","DE KALB","17","037","037",170
"353314","17043",2003,"ILLINOIS","DU PAGE","17","043","043",150
"353315","17063",2003,"ILLINOIS","GRUNDY","17","063","063",174
"353316","17089",2003,"ILLINOIS","KANE","17","089","089",167
"353317","17093",2003,"ILLINOIS","KENDALL","17","093","093",171
"353318","17097",2003,"ILLINOIS","LAKE","17","097","097",127
"353319","17099",2003,"ILLINOIS","LA SALLE","17","099","099",162
"353320","17111",2003,"ILLINOIS","MCHENRY","17","111","111",145
"353321","17197",2003,"ILLINOIS","WILL","17","197","197",160
"353322","17001",2003,"ILLINOIS","ADAMS","17","001","001",171
"353323","17009",2003,"ILLINOIS","BROWN","17","009","009",168
